Local time in Cape Town (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.12.2018 20:00,20.8,758.9,763,1.3,70,Wind blowing from the south-southwest,6,7,,20–30%., ,,,,25.3,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15,,,,,,
19.12.2018 17:00,25,757.6,761.5,-0.2,51,Wind blowing from the south-southwest,5,7,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,14,,,,,,
19.12.2018 14:00,24.7,757.8,761.8,-0.1,57,Wind blowing from the north-west,6,7,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15.6,,,,,,
19.12.2018 11:00,23.4,757.9,761.8,0.4,58,Wind blowing from the west-northwest,8,9,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14.6,,,,,,
19.12.2018 08:00,19.8,757.5,761.6,1,83,Wind blowing from the north-northwest,5,7,,50%.,State of sky on the whole unchanged. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Rain.,16.2,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,16.8,3,24,,,,
19.12.2018 05:00,16.6,756.5,760.6,0.2,93,"Calm, no wind",0,,,20–30%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,100-200,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",24,15.5,,,,,,
19.12.2018 02:00,17.7,756.3,760.4,-0.7,89,Wind blowing from the west-northwest,4,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,15.8,3,18,,,,
18.12.2018 23:00,18.9,757,761,0.8,82,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40,15.7,,,,,,
18.12.2018 20:00,21,756.2,760.3,0.9,67,Wind blowing from the west-southwest,3,5,,70 – 80%., ,,,,24.8,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,20,14.5,3,12,,,,
18.12.2018 17:00,22.4,755.3,759.4,-0.2,63,Wind blowing from the west-southwest,7,8,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,20,15.1,,,,,,
18.12.2018 14:00,23.4,755.5,759.4,-0.5,68,Wind blowing from the north-west,5,7,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.2,3,6,,,,
18.12.2018 11:00,19.7,756,760,0.8,95,Wind blowing from the west-northwest,6,8,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",200-300,,,8,18.9,,,,,,
18.12.2018 08:00,20.8,755.2,759.3,0.8,80,Wind blowing from the north-northwest,8,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,22,17.3,Trace of precipitation,24,,,,
18.12.2018 05:00,20.2,754.4,758.5,0.3,78,Wind blowing from the north-northwest,9,13,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.3,,,,,,
18.12.2018 02:00,20.4,754.1,758.2,-0.6,72,Wind blowing from the north,11,13,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.1,,,,,,
17.12.2018 23:00,16.1,754.7,758.8,1.9,95,Wind blowing from the north-west,6,9,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,30.1,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",60%.,50-100,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,15.3,,,,,,
17.12.2018 20:00,20.8,752.8,756.9,0.3,74,Wind blowing from the north-west,2,4,,20–30%., ,,,,30.1,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30,16,,,,,,
17.12.2018 17:00,27.5,752.5,756.5,-0.6,58,Wind blowing from the south,3,6,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30,18.6,,,,,,
17.12.2018 14:00,27.1,753.1,757.1,-0.2,51,Wind blowing from the north-west,5,,,no clouds, ,,,,,,,,,,20,16.2,,,,,,
17.12.2018 11:00,29.1,753.3,757.2,-0.7,47,Wind blowing from the south-southwest,5,6,,no clouds, ,,,23.1,,,,,,,40,16.7,,,,,,
17.12.2018 08:00,23.2,754,758,1,71,Wind blowing from the west-southwest,3,7,,no clouds, ,,,19.5,,,,,,,40,17.6,,,,,,
17.12.2018 05:00,20.9,753,757,-0.4,77,Wind blowing from the south,5,5,,no clouds, ,,,,,,,,,,26,16.6,,,,,,
17.12.2018 02:00,21.7,753.4,757.4,-0.9,75,Wind blowing from the south,7,8,,no clouds, ,,,,,,,,,,25,17,,,,,,
16.12.2018 23:00,20.2,754.3,758.4,0.2,86,Wind blowing from the south-west,6,6,,no clouds, ,,,,,,,,,,45,17.7,,,,,,
16.12.2018 20:00,21.3,754.1,758.2,-0.4,82,Wind blowing from the south-west,7,10,,no clouds, ,,,,28.5,,,,,,40,18,,,,,,
16.12.2018 17:00,25.6,754.5,758.5,-1.5,63,Wind blowing from the south-southwest,7,9,,no clouds, ,,,,,,,,,,40,17.9,,,,,,
16.12.2018 14:00,27,756,759.9,-0.5,55,Wind blowing from the south-west,7,9,,no clouds, ,,,,,,,,,,40,17.2,,,,,,
16.12.2018 11:00,27.6,756.5,760.5,-1.1,45,Wind blowing from the south,5,7,,no clouds, ,,,22.3,,,,,,,40,14.7,,,,,,
16.12.2018 08:00,22.8,757.6,761.6,0.3,63,Wind blowing from the south-southwest,5,,,"10%  or less, but not 0", ,,,18.4,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15.4,,,,,,
16.12.2018 05:00,18.7,757.3,761.5,-0.9,77,Wind blowing from the south,6,7,,no clouds, ,,,,,,,,,,20,14.5,,,,,,
16.12.2018 02:00,18.7,758.2,762.5,-1.3,80,Wind blowing from the south-southwest,4,,,no clouds, ,,,,,,,,,,20,15.2,,,,,,
15.12.2018 23:00,20.5,759.5,763.7,-0.5,66,Wind blowing from the south,7,8,,no clouds, ,,,,25.5,,,,,,30,13.8,,,,,,
15.12.2018 20:00,19.7,760,764.2,0,71,Wind blowing from the south,8,11,,no clouds, ,,,,25.5,,,,,,40,14.3,,,,,,
15.12.2018 17:00,22.4,760,764.1,-0.3,60,Wind blowing from the south,13,17,,no clouds, ,,,,,,,,,,40,14.1,,,,,,
15.12.2018 14:00,23.8,760.3,764.3,-1.2,52,Wind blowing from the south-southwest,11,14,,no clouds, ,,,,,,,,,,40,13.4,,,,,,
15.12.2018 11:00,24,761.5,765.5,0.5,52,Wind blowing from the south,7,7,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",35,13.4,,,,,,
15.12.2018 08:00,21,761,765.2,0.1,59,Wind blowing from the south-southeast,5,7,,no clouds, ,,,,,,,,,,55,12.6,,,,,,
15.12.2018 05:00,17.1,760.9,765.1,-0.4,72,Wind blowing from the south,5,6,,no clouds, ,,,,,,,,,,40,11.9,,,,,,
15.12.2018 02:00,18.4,761.3,765.4,-0.6,66,Wind blowing from the south,7,10,,no clouds, ,,,,,,,,,,40,12,,,,,,
14.12.2018 23:00,18.7,761.9,766,1,69,Wind blowing from the south,9,13,,"10%  or less, but not 0",Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.6,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,12.8,,,,,,
14.12.2018 20:00,19.1,760.9,765.1,0.7,70,Wind blowing from the south,12,,,"10%  or less, but not 0", ,,,,25,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",35,13.5,,,,,,
14.12.2018 17:00,21.7,760.2,764.3,-0.4,62,Wind blowing from the south,10,12,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0","2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,14,,,,,,
14.12.2018 14:00,23.8,760.6,764.6,0,46,Wind blowing from the south-west,5,10,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40,11.6,,,,,,
14.12.2018 11:00,23.8,760.6,764.6,0.2,46,Wind blowing from the south-west,5,9,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40,11.6,,,,,,
14.12.2018 08:00,20.2,760.4,764.5,-1.7,54,Wind blowing from the south-east,3,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",40,10.6,,,,,,
14.12.2018 05:00,18.3,762.1,766.4,0,52,Wind blowing from the south,8,10,,no clouds, ,,,,,,,,,,30,8.1,,,,,,
14.12.2018 02:00,18.3,762.1,766.4,0,52,Wind blowing from the south,8,10,,no clouds, ,,,,,,,,,,30,8.1,,,,,,
13.12.2018 23:00,18.3,762.1,766.4,0,52,Wind blowing from the south,8,10,,no clouds, ,,,,,,,,,,30,8.1,,,,,,
13.12.2018 20:00,18.3,762.1,766.4,1,52,Wind blowing from the south,8,9,,no clouds, ,,,,23.7,,,,,,30,8.1,,,,,,
13.12.2018 17:00,21.5,761.1,765.4,-0.5,45,Wind blowing from the south,9,11,,no clouds, ,,,,,,,,,,30,9.1,,,,,,
13.12.2018 14:00,22.9,761.6,766,-0.3,42,Wind blowing from the south,6,10,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,9.4,,,,,,
13.12.2018 11:00,20.3,761.9,766,-0.1,53,Wind blowing from the south,4,6,,70 – 80%., ,,,17.6,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,10.4,,,,,,
13.12.2018 08:00,17.8,762,766.1,1.2,71,Wind blowing from the east-southeast,2,5,,40%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10.9,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.4,Trace of precipitation,24,,,,
13.12.2018 05:00,13.4,760.8,765,-0.2,85,Wind blowing from the north-east,2,3,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,10.9,,,,,,
13.12.2018 02:00,14.1,761,765.2,-0.4,79,Wind blowing from the north-northwest,1,2,,no clouds, ,,,,,,,,,,20,10.5,,,,,,
12.12.2018 23:00,16.5,761.4,765.5,0.9,72,Wind blowing from the south-southeast,1,3,,no clouds, ,,,,24.1,,,,,,20,11.5,,,,,,
12.12.2018 20:00,19.6,760.5,764.6,1.2,60,Wind blowing from the west-southwest,4,7,,40%., ,,,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.6,,,,,,
12.12.2018 17:00,21.6,759.3,763.5,0.5,54,Wind blowing from the west,6,10,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,11.9,,,,,,
12.12.2018 14:00,23.3,758.8,762.8,0.3,47,Wind blowing from the north-west,9,10,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,11.2,,,,,,
12.12.2018 11:00,22,758.5,762.6,0.6,56,Wind blowing from the west-northwest,7,8,,20–30%., ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.8,,,,,,
12.12.2018 08:00,19.6,757.9,762,0.9,88,Wind blowing from the north-west,6,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,18,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.6,0.6,24,,,,
12.12.2018 05:00,19.1,757,761.1,0,78,Wind blowing from the north-east,3,7,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,60,15.1,,,,,,
12.12.2018 02:00,19.1,757,761.1,0,78,Wind blowing from the north-east,3,5,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",60,15.1,,,,,,
11.12.2018 23:00,19.1,757,761.1,0.8,78,Wind blowing from the north-east,3,3,,no clouds, ,,,,,,,,,,60,15.1,,,,,,
11.12.2018 20:00,27,756.2,760.2,0,48,Wind blowing from the west,3,5,,70 – 80%., ,,,,29.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,15.2,,,,,,
11.12.2018 17:00,27,756.2,760.2,0,48,Wind blowing from the west,3,5,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,15.2,,,,,,
11.12.2018 14:00,27,756.2,760.2,0,48,Wind blowing from the west,3,5,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30,15.2,,,,,,
11.12.2018 11:00,27,756.2,760.2,0,48,Wind blowing from the west,3,4,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",22,15.2,,,,,,
11.12.2018 08:00,22.1,756.2,760.3,-0.5,71,Wind blowing from the north-northwest,1,2,,no clouds, ,,,13.6,,,,,,,27,16.5,,,,,,
11.12.2018 05:00,18.1,756.7,760.8,0.3,89,Wind blowing from the south-southwest,4,5,,no clouds, ,,,,,,,,,,20,16.3,,,,,,
11.12.2018 02:00,16.3,756.4,760.7,-1.7,76,Wind blowing from the north,1,2,,no clouds, ,,,,,,,,,,20,12.1,,,,,,
10.12.2018 23:00,18.2,758.1,762.2,-0.4,73,Wind blowing from the east-northeast,2,3,,no clouds, ,,,,28.9,,,,,,20,13.2,,,,,,
10.12.2018 20:00,23.2,758.5,762.6,0,40,Wind blowing from the south-southwest,5,,,no clouds, ,,,,29.1,,,,,,71,9,,,,,,
10.12.2018 17:00,25.5,758.5,762.4,-0.6,38,Wind blowing from the south,7,7,,no clouds, ,,,,,,,,,,71,10.1,,,,,,
10.12.2018 14:00,27.5,759.1,763,-1.5,37,Wind blowing from the south-west,4,5,,no clouds, ,,,,,,,,,,65,11.6,,,,,,
10.12.2018 11:00,20.4,760.6,764.7,0,58,Wind blowing from the west,3,5,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,11.9,,,,,,
10.12.2018 08:00,20.4,760.6,764.7,0.8,58,Wind blowing from the west,3,4,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30,11.9,,,,,,
10.12.2018 05:00,16.8,759.8,763.9,-0.6,75,Wind blowing from the south-west,4,5,,no clouds, ,,,,,,,,,,30,12.4,,,,,,
10.12.2018 02:00,17.5,760.4,764.5,-1.1,71,Wind blowing from the south-southwest,5,6,,no clouds, ,,,,,,,,,,30,12.2,,,,,,
09.12.2018 23:00,18.2,761.5,765.6,0.6,72,Wind blowing from the south,7,8,,no clouds, ,,,,22.8,,,,,,30,13.1,,,,,,
09.12.2018 20:00,18.2,760.9,765.1,0.6,73,Wind blowing from the south,9,11,,"10%  or less, but not 0", ,,,,22.8,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,13.3,,,,,,
09.12.2018 17:00,21.3,760.3,764.3,-1.2,57,Wind blowing from the south,11,14,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,12.3,,,,,,
